path,role,status,publishability
research/ENERGY_WEEKLY_CONFIRMATION_009_LOCK.md,Post-event weekly physical-confirmation lock,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_CONFIRMATION_009_CLOSEOUT.md,Post-event weekly physical-confirmation closeout,CANONICAL,PUBLIC_SAFE
scripts/run_energy_weekly_confirmation_v1.py,Fresh EIA post-event physical-confirmation tracker,CANONICAL,PUBLIC_SAFE
.github/workflows/energy-weekly-confirmation-v1.yml,Post-event physical-confirmation workflow,CANONICAL,PUBLIC
results/energy_weekly_confirmation_v1/POST_EVENT_CONFIRMATION_REGISTRY.csv,Append-only post-event weekly mechanism path,CANONICAL_EMPTY_APPEND_ONLY,PUBLIC_SAFE
results/energy_weekly_confirmation_v1/REGISTRY_INTEGRITY.json,Post-event confirmation registry integrity state,CANONICAL,PUBLIC_SAFE
results/energy_weekly_confirmation_v1/QC.json,Post-event weekly confirmation QC,QC_PASS,PUBLIC_SAFE
results/energy_weekly_confirmation_v1/ENERGY_WEEKLY_CONFIRMATION_009_STATUS.md,Post-event physical confirmation status,QC_PASS,PUBLIC_SAFE
research/ENERGY_PORTWATCH_RESOLUTION_010_LOCK.md,External maritime shock-resolution state-machine lock,CANONICAL,PUBLIC_SAFE
research/ENERGY_PORTWATCH_RESOLUTION_010_CLOSEOUT.md,External maritime shock-resolution closeout,CANONICAL,PUBLIC_SAFE
scripts/run_energy_portwatch_resolution_v1.py,Append-only PortWatch resolution-state tracker,CANONICAL,PUBLIC_SAFE
.github/workflows/energy-portwatch-resolution-v1.yml,PortWatch resolution-state workflow,CANONICAL,PUBLIC
results/energy_portwatch_resolution_v1/PORTWATCH_STATE_REGISTRY.csv,Append-only external-shock resolution snapshots,CANONICAL_APPEND_ONLY,PUBLIC_SAFE
results/energy_portwatch_resolution_v1/REGISTRY_INTEGRITY.json,External-shock state registry integrity,CANONICAL,PUBLIC_SAFE
results/energy_portwatch_resolution_v1/QC.json,External-shock resolution-state QC,QC_PASS,PUBLIC_SAFE
results/energy_portwatch_resolution_v1/ENERGY_PORTWATCH_RESOLUTION_010_STATUS.md,External-shock resolution status,QC_PASS,PUBLIC_SAFE
research/ENERGY_WEEKLY_TRANSITION_011_LOCK.md,Historical post-event mechanism-transition diagnostic lock,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_TRANSITION_011_CLOSEOUT.md,Historical post-event mechanism-transition closeout,CANONICAL,PUBLIC_SAFE
scripts/run_energy_weekly_transition_v1.py,Historical TIGHT_OR_MIXED four-release transition diagnostic,CANONICAL,PUBLIC_SAFE
.github/workflows/energy-weekly-transition-v1.yml,Historical weekly transition diagnostic workflow,CANONICAL,PUBLIC
results/energy_weekly_transition_v1/TRANSITION_PANEL.csv,Historical event-by-event four-release mechanism paths,DESCRIPTIVE,PUBLIC_SAFE
results/energy_weekly_transition_v1/TRANSITION_SUMMARY.csv,Outcome descriptives by post-event transition group,DESCRIPTIVE,PUBLIC_SAFE
results/energy_weekly_transition_v1/TIMING_SUMMARY.csv,Historical clean/confirmed transition timing summary,DESCRIPTIVE,PUBLIC_SAFE
results/energy_weekly_transition_v1/QC.json,Historical transition diagnostic QC,QC_PASS,PUBLIC_SAFE
results/energy_weekly_transition_v1/ENERGY_WEEKLY_TRANSITION_011_REPORT.md,Historical transition diagnostic report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
research/ENERGY_WEEKLY_ANALOG_012_LOCK.md,Prospective historical energy analog benchmark lock,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_ANALOG_012_CLOSEOUT.md,Prospective energy analog benchmark closeout,CANONICAL,PUBLIC_SAFE
scripts/run_energy_weekly_analog_v1.py,Prospective same-class historical analog runner,CANONICAL,PUBLIC_SAFE
.github/workflows/energy-weekly-analog-v1.yml,Prospective energy analog workflow,CANONICAL,PUBLIC
results/energy_weekly_analog_v1/TOP3_ANALOGS.csv,Frozen prospective top-three historical analog set,CANONICAL_SNAPSHOT,PUBLIC_SAFE
results/energy_weekly_analog_v1/ALL_ANALOG_DISTANCES.csv,Historical same-class analog distance ranking,DESCRIPTIVE,PUBLIC_SAFE
results/energy_weekly_analog_v1/SCALING.csv,Frozen historical-only analog scaling parameters,CANONICAL_SNAPSHOT,PUBLIC_SAFE
results/energy_weekly_analog_v1/CURRENT_EVENT_FEATURES.csv,Frozen current pre-outcome event feature vector,CANONICAL_SNAPSHOT,PUBLIC_SAFE
results/energy_weekly_analog_v1/ANALOG_REFERENCE.json,Frozen top-three prospective analog outcome reference,CANONICAL_SNAPSHOT,PUBLIC_SAFE
results/energy_weekly_analog_v1/QC.json,Prospective analog benchmark QC,QC_PASS,PUBLIC_SAFE
results/energy_weekly_analog_v1/ENERGY_WEEKLY_ANALOG_012_REPORT.md,Prospective analog benchmark report,QC_PASS,PUBLIC_SAFE

research/FED_CYCLE_CROSS_ASSET_EXPANSION_014_LOCK.md,Cross-asset expansion frozen specification,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_CROSS_ASSET_EXPANSION_014_CLOSEOUT.md,Cross-asset expansion closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_cross_asset_expansion_v1.py,Cross-asset expansion runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-cross-asset-expansion-v1.yml,Automated cross-asset expansion workflow,CANONICAL,PUBLIC
results/fed_cycle_cross_asset_expansion_v1/SOURCE_REGISTRY.csv,Cross-asset expansion source registry and hashes,QC_PASS,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/ACQUISITION_FAILURES.csv,Cross-asset acquisition-failure registry,QC_PASS_EMPTY,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/MARKET_PHASE_METRICS.csv,Derived TLT VNQ BTC DXY cycle-phase metrics,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/MARKET_PHASE_SUMMARY.csv,TLT VNQ BTC DXY phase summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/HOUSING_PHASE_METRICS.csv,Derived Case-Shiller cycle-phase metrics,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/HOUSING_PHASE_SUMMARY.csv,Case-Shiller phase summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/RATE_PHASE_METRICS.csv,Derived DGS2 DGS10 cycle-phase yield metrics,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/RATE_PHASE_SUMMARY.csv,DGS2 DGS10 phase summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/CASH_PHASE_METRICS.csv,Derived mechanical DFF cash-carry metrics,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/CASH_PHASE_SUMMARY.csv,Mechanical DFF cash-carry phase summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/QC.json,Cross-asset expansion QC gate,QC_PASS,PUBLIC_SAFE
results/fed_cycle_cross_asset_expansion_v1/FED_CYCLE_CROSS_ASSET_EXPANSION_014_REPORT.md,Reproducible cross-asset expansion report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
content/FED_CYCLE_CROSS_ASSET_CONTENT_016.md,Evidence-linked first-cut cross-asset social content card,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_ANALOG_012A_ROBUSTNESS.md,Prospective analog leave-one-feature-out robustness spec,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_ANALOG_012A_CLOSEOUT.md,Prospective analog robustness closeout,CANONICAL,PUBLIC_SAFE
results/energy_weekly_analog_robustness_v1/LEAVE_ONE_FEATURE_OUT.csv,One-feature deletion analog-ranking audit,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/energy_weekly_analog_robustness_v1/ORIGINAL_TOP3_APPEARANCE.csv,Original top-three analog stability counts,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/energy_weekly_analog_robustness_v1/ROBUSTNESS_SUMMARY.json,Prospective analog structural robustness summary,QC_PASS,PUBLIC_SAFE
results/energy_weekly_analog_robustness_v1/QC.json,Prospective analog robustness QC,QC_PASS,PUBLIC_SAFE
results/energy_weekly_analog_robustness_v1/ENERGY_WEEKLY_ANALOG_012A_REPORT.md,Prospective analog robustness report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
research/FED_CYCLE_RECOVERY_EXTENSION_015_LOCK.md,New-asset drawdown recovery lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_RECOVERY_EXTENSION_015_V1_1_SUPPORT_AMENDMENT.md,Recovery risk-set support-label correction,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_RECOVERY_EXTENSION_015_CLOSEOUT.md,New-asset recovery extension closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_recovery_extension_v1.py,New-asset recovery and censoring runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-recovery-extension-v1.yml,Automated new-asset recovery workflow,CANONICAL,PUBLIC
results/fed_cycle_recovery_extension_v1/MARKET_RECOVERY_METRICS.csv,Liquid-asset episode recovery metrics,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_recovery_extension_v1/MARKET_RECOVERY_SUMMARY.csv,Liquid-asset support-labeled KM recovery summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_recovery_extension_v1/MARKET_RECOVERY_KM.csv,Liquid-asset weighted recovery survival curves,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_recovery_extension_v1/HOUSING_RECOVERY_METRICS.csv,Housing episode recovery metrics,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_recovery_extension_v1/HOUSING_RECOVERY_SUMMARY.csv,Housing support-labeled recovery summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_recovery_extension_v1/HOUSING_RECOVERY_KM.csv,Housing weighted recovery survival curves,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_recovery_extension_v1/COMBINED_RECOVERY_REFERENCE.csv,Combined 004 and 015 recovery reference table,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_recovery_extension_v1/SOURCE_REGISTRY.csv,Recovery extension source hashes and provenance,QC_PASS,PUBLIC_SAFE
results/fed_cycle_recovery_extension_v1/QC.json,Recovery extension computational QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_recovery_extension_v1/FED_CYCLE_RECOVERY_EXTENSION_015_REPORT.md,New-asset recovery extension report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
research/FED_CYCLE_SUPPORTED_RECOVERY_MAP_016_LOCK.md,Support-filtered recovery synthesis lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_SUPPORTED_RECOVERY_MAP_016_CLOSEOUT.md,Support-filtered recovery synthesis closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_supported_recovery_map_v1.py,Supported recovery synthesis runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-supported-recovery-map-v1.yml,Supported recovery synthesis workflow,CANONICAL,PUBLIC
results/fed_cycle_supported_recovery_map_v1/ALL_RECOVERY_EVIDENCE.csv,Combined recovery evidence with support status,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_supported_recovery_map_v1/SUPPORTED_RECOVERY_CELLS.csv,Main supported recovery cells,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_supported_recovery_map_v1/LIMITED_RECOVERY_WATCHLIST.csv,Limited-support recovery watchlist,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_supported_recovery_map_v1/FOUR_PHASE_SUPPORTED_COMPARISON.csv,Supported four-phase asset recovery comparison,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_supported_recovery_map_v1/SYNTHESIS_SUMMARY.json,Support-filtered recovery synthesis result,CANONICAL,PUBLIC_SAFE
results/fed_cycle_supported_recovery_map_v1/QC.json,Supported recovery synthesis QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_supported_recovery_map_v1/FED_CYCLE_SUPPORTED_RECOVERY_MAP_016_REPORT.md,Supported recovery synthesis report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
research/FED_CYCLE_TOTAL_RISK_CLOCK_017_LOCK.md,Supported anchor-to-trough-to-recovery lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_TOTAL_RISK_CLOCK_017_CLOSEOUT.md,Supported total risk-clock closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_total_risk_clock_v1.py,Event-level total risk-clock runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-total-risk-clock-v1.yml,Automated total risk-clock workflow,CANONICAL,PUBLIC
results/fed_cycle_total_risk_clock_v1/SUPPORTED_EVENT_TOTAL_CLOCK.csv,Supported event-level trough and total recovery durations,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_total_risk_clock_v1/SUPPORTED_TOTAL_CLOCK_SUMMARY.csv,Supported asset-phase total risk-clock summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_total_risk_clock_v1/SUPPORTED_TOTAL_CLOCK_KM.csv,Weighted total recovery survival curves,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_total_risk_clock_v1/FOUR_PHASE_TOTAL_CLOCK_COMPARISON.csv,Four-phase supported total recovery comparison,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_total_risk_clock_v1/QC.json,Total risk-clock QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_total_risk_clock_v1/FED_CYCLE_TOTAL_RISK_CLOCK_017_REPORT.md,Total risk-clock report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
research/FED_CYCLE_STRESS_TROUGH_ALIGNMENT_018_LOCK.md,FIRST_CUT stress-trough timing alignment lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_STRESS_TROUGH_ALIGNMENT_018_CLOSEOUT.md,FIRST_CUT stress-trough alignment closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_stress_trough_alignment_v1.py,Stress-peak versus MDD-trough timing runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-stress-trough-alignment-v1.yml,Stress-trough timing workflow,CANONICAL,PUBLIC
results/fed_cycle_stress_trough_alignment_v1/PAIR_TIMING_PANEL.csv,Event-level FIRST_CUT stress/trough pairs,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_stress_trough_alignment_v1/PAIR_TIMING_SUMMARY.csv,Supported asset-stress timing summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_stress_trough_alignment_v1/SUPPORTED_TIMING_PAIRS.csv,Supported FIRST_CUT timing pairs,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_stress_trough_alignment_v1/STRESS_SYNTHESIS.csv,Cross-asset stress timing synthesis,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_stress_trough_alignment_v1/QC.json,Stress-trough alignment QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_stress_trough_alignment_v1/FED_CYCLE_STRESS_TROUGH_ALIGNMENT_018_REPORT.md,Stress-trough timing report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
research/FED_CYCLE_PRECUT_STATE_019_LOCK.md,Predetermined FIRST_CUT state diagnostic lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_PRECUT_STATE_019_V1_1_SUPPORT_AMENDMENT.md,Independent support and component-sensitivity amendment,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_PRECUT_STATE_019_CLOSEOUT.md,Predetermined pre-cut state diagnostic closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_precut_state_v1.py,Predetermined pre-cut state diagnostic runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-precut-state-v1.yml,Automated pre-cut state diagnostic workflow,CANONICAL,PUBLIC
results/fed_cycle_precut_state_v1/PRECUT_STATE_CYCLE_PANEL.csv,Cycle-level predetermined state and risk3 trough panel,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_state_v1/PRECUT_STATE_BROAD_PANEL.csv,Broad-episode pre-cut state and trough panel,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_state_v1/BINARY_STATE_SUPPORT.csv,Independent broad-episode binary state support audit,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_state_v1/BINARY_STATE_CONTRASTS.csv,Support-labeled binary pre-cut state contrasts,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_state_v1/BROAD_RANK_DIAGNOSTICS.csv,Composite pre-cut state broad rank diagnostics,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_state_v1/COMPONENT_SENSITIVITY.csv,Post-run composite component sensitivity audit,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_state_v1/QC.json,Pre-cut state diagnostic QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_precut_state_v1/FED_CYCLE_PRECUT_STATE_019_REPORT.md,Pre-cut state diagnostic report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
prompts/NEXT_SESSION_HANDOFF_20260925.md,Latest public-research session handoff,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_PRECUT_STRESS_LEVEL_020_LOCK.md,Continuous predetermined pre-cut stress-level lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_PRECUT_STRESS_LEVEL_020_CLOSEOUT.md,Continuous pre-cut stress-level closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_precut_stress_level_v1.py,Continuous pre-cut stress-level diagnostic runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-precut-stress-level-v1.yml,Automated continuous pre-cut stress-level workflow,CANONICAL,PUBLIC
results/fed_cycle_precut_stress_level_v1/PRECUT_STRESS_LEVEL_CYCLE_PANEL.csv,Cycle-level continuous pre-cut predictors and risk3 outcomes,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_stress_level_v1/PRECUT_STRESS_LEVEL_BROAD_PANEL.csv,Broad-episode continuous pre-cut predictor panel,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_stress_level_v1/CONTINUOUS_RANK_DIAGNOSTICS.csv,Full-sample continuous rank and LOO diagnostics,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_stress_level_v1/VIX_COMMON_SAMPLE_AUDIT.csv,VIX common-sample composition audit,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_precut_stress_level_v1/QC.json,Continuous pre-cut stress-level QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_precut_stress_level_v1/FED_CYCLE_PRECUT_STRESS_LEVEL_020_REPORT.md,Continuous pre-cut stress-level report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
research/FED_CYCLE_CROSS_ASSET_MASTER_SYNTHESIS_021_LOCK.md,Cross-asset master synthesis frozen integration design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_CROSS_ASSET_MASTER_SYNTHESIS_021_CLOSEOUT.md,Cross-asset master synthesis closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_cross_asset_master_synthesis_v1.py,Reproducible 021 synthesis runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-cross-asset-master-synthesis-v1.yml,Automated 021 synthesis workflow,CANONICAL,PUBLIC
results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,Canonical price-asset by Fed-phase evidence map,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_master_synthesis_v1/POLICY_RATE_CASH_CONTEXT.csv,Separated cash-carry and Treasury-yield phase context,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_master_synthesis_v1/PHASE_STRESS_CONTEXT.csv,Phase-level VIX credit-spread and copper stress context,QC_PASS_MECHANISM_CONTEXT,PUBLIC_SAFE
results/fed_cycle_cross_asset_master_synthesis_v1/RECOVERY_RISK_CLOCK_MAP.csv,Supported post-trough and total recovery clock map,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_master_synthesis_v1/PANDAAI_RISK_DISTRIBUTION_REFERENCE.json,Machine-readable PandaAI evidence-linked risk-distribution reference,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_master_synthesis_v1/FED_CYCLE_CROSS_ASSET_MASTER_SYNTHESIS_021_REPORT.md,021 synthesis report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_cross_asset_master_synthesis_v1/QC.json,021 synthesis QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_HISTORICAL_CASEBOOK_022_LOCK.md,Historical casebook frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_HISTORICAL_CASEBOOK_022_CLOSEOUT.md,Historical casebook closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_historical_casebook_v1.py,Reproducible historical casebook builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-historical-casebook-v1.yml,Automated historical casebook workflow,CANONICAL,PUBLIC
results/fed_cycle_historical_casebook_v1/CASEBOOK_EPISODES.csv,Six broad-episode casebook registry,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_historical_casebook_v1/CASEBOOK_POLICY_SEQUENCE.csv,Sub-cycle-preserving policy chronology,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,Gold equity and WTI phase-path casebook metrics,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_historical_casebook_v1/CASEBOOK_PRECUT_REALTIME_CONTEXT.csv,Timing-audited pre-FIRST_CUT real-time context,QC_PASS_REALTIME_CONTEXT,PUBLIC_SAFE
results/fed_cycle_historical_casebook_v1/CASEBOOK_EXPOST_STRESS_ALIGNMENT.csv,Ex-post stress-peak and asset-trough timing pairs,QC_PASS_EXPOST_CONTEXT,PUBLIC_SAFE
results/fed_cycle_historical_casebook_v1/CASEBOOK_RATE_CASH_CONTEXT.csv,Treasury-yield and mechanical-cash historical context,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_historical_casebook_v1/CASEBOOK_REFERENCE.json,Machine-readable historical casebook reference,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_historical_casebook_v1/CASEBOOK_CONTENT_BRIEFS.md,Mechanically grounded six-case content briefs,QC_PASS_CONTENT_EVIDENCE,PUBLIC_SAFE
results/fed_cycle_historical_casebook_v1/FED_CYCLE_HISTORICAL_CASEBOOK_022_REPORT.md,022 historical casebook report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_historical_casebook_v1/QC.json,022 historical casebook QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_HISTORICAL_CONTEXT_022A_LOCK.md,Historical context registry frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_HISTORICAL_CONTEXT_022A_CLAIMS.csv,Sourced context claims for six historical cases,CANONICAL_SOURCE_REGISTRY,PUBLIC_SAFE
research/FED_CYCLE_HISTORICAL_CONTEXT_022A_CLOSEOUT.md,Historical context registry closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_historical_context_022a_v1.py,022A registry validator and report builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-historical-context-022a-v1.yml,Automated 022A validation workflow,CANONICAL,PUBLIC
results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,Validated context claims with evidence metadata,QC_PASS_HISTORICAL_CONTEXT,PUBLIC_SAFE
results/fed_cycle_historical_context_022a_v1/SOURCE_REGISTRY.csv,Normalized official-source URL registry,QC_PASS_SOURCE_REGISTRY,PUBLIC_SAFE
results/fed_cycle_historical_context_022a_v1/CASE_CONTEXT_SUMMARY.md,Six-case sourced historical context summary,QC_PASS_CONTENT_EVIDENCE,PUBLIC_SAFE
results/fed_cycle_historical_context_022a_v1/HISTORICAL_CONTEXT_REFERENCE.json,Machine-readable sourced context reference,QC_PASS_HISTORICAL_CONTEXT,PUBLIC_SAFE
results/fed_cycle_historical_context_022a_v1/FED_CYCLE_HISTORICAL_CONTEXT_022A_REPORT.md,022A anti-hindsight report,QC_PASS_HISTORICAL_CONTEXT,PUBLIC_SAFE
results/fed_cycle_historical_context_022a_v1/QC.json,022A historical context QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_CONTENT_CLAIM_REGISTRY_022B_LOCK.md,Content claim registry frozen specification,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_CONTENT_CLAIM_REGISTRY_022B_CLOSEOUT.md,Content claim registry closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_content_claim_registry_022b_v1.py,Reproducible canonical claim registry builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-content-claim-registry-022b-v1.yml,Automated 022B claim registry workflow,CANONICAL,PUBLIC
results/fed_cycle_content_claim_registry_022b_v1/CLAIM_REGISTRY.csv,Canonical public-safe reusable claim registry,QC_PASS_CONTENT_CONTROL,PUBLIC_SAFE
results/fed_cycle_content_claim_registry_022b_v1/CLAIM_REGISTRY.json,Machine-readable canonical claim registry,QC_PASS_CONTENT_CONTROL,PUBLIC_SAFE
results/fed_cycle_content_claim_registry_022b_v1/CONTENT_PACK_INDEX.md,Evidence-linked content routing bundles,QC_PASS_CONTENT_CONTROL,PUBLIC_SAFE
results/fed_cycle_content_claim_registry_022b_v1/FED_CYCLE_CONTENT_CLAIM_REGISTRY_022B_REPORT.md,022B claim registry report,QC_PASS_CONTENT_CONTROL,PUBLIC_SAFE
results/fed_cycle_content_claim_registry_022b_v1/QC.json,022B claim registry QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_REALTIME_REGIME_DASHBOARD_023_LOCK.md,Real-time regime dashboard frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_REALTIME_REGIME_DASHBOARD_023_CLOSEOUT.md,Real-time regime dashboard closeout,CANONICAL,PUBLIC_SAFE
data/public/FED_REALTIME_REGIME_SNAPSHOT_20260925.csv,Frozen release-aware 2026-09-25 current-regime source snapshot,CANONICAL_SNAPSHOT,PUBLIC_SAFE
scripts/run_fed_cycle_realtime_regime_dashboard_v1.py,Reproducible 023 dashboard validator and builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-realtime-regime-dashboard-v1.yml,Automated 023 dashboard workflow,CANONICAL,PUBLIC
results/fed_cycle_realtime_regime_dashboard_v1/CURRENT_OBSERVABLES.csv,Validated current release-aware observables,QC_PASS_CURRENT_CONTEXT,PUBLIC_SAFE
results/fed_cycle_realtime_regime_dashboard_v1/CURRENT_POLICY_GATE.csv,Current prospective policy-cycle gate with qualification caveat,QC_PASS_CURRENT_CONTEXT,PUBLIC_SAFE
results/fed_cycle_realtime_regime_dashboard_v1/CURRENT_STATE_DERIVED.csv,Deterministic current regime labels and transforms,QC_PASS_CURRENT_CONTEXT,PUBLIC_SAFE
results/fed_cycle_realtime_regime_dashboard_v1/HISTORICAL_REFERENCE_CLAIMS.csv,Linked 022B historical FIRST_HIKE and timing guardrail claims,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
